name,brand,category,price,cost,imageUrl,description,material,colors,tags,XS,S,M,L,XL,XXL,status
Jean Flare Blanco Dora,Sail,Pantalones,81900,40950,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36010210_JEAN_FLARE_BLANCO_DORA_06_b321f2b1-776c-44d0-8436-24208c6eff44.jpg?v=1749558702,"Este modelo tiene un tiro alto y un calce entallado en la zona de la cintura y cadera, con una abertura sutil en la botamanga. Gracias a su composición con elastano, el calce es más flexible que en los modelos 100% algodón. Guía de talles específica disponible entre las imágenes del producto. Incluye medidas detalladas de cintura, cadera y largo para cada talle. Composición: algodón - elastano. Referencia de talle: La modelo mide 1,65m y está usando talle S.",algodón - elastano.,"[{""name"":""Blanco"",""sizes"":{""S"":8,""M"":19,""L"":21,""XL"":12}}]","delfi,denim,jean,jeandiscontinuo,oportunidades,oportunidades25,pantalon,pantdiscontinuo,verano25",0,8,19,21,12,0,active
Pantalón Viena,Sail,Pantalones,84000,42000,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/36510801PANTALONVIENANEGRO07_47c15e5e-36ec-4865-a867-da1bfd256c4f.jpg?v=1749481795,"Pantalón Oxford con elástico en cintura. Composición: rayón - poliéster. Referencia de talle: La modelo mide 1,65m y está usando talle S.",rayón - poliéster.,"[{""name"":""Negro"",""sizes"":{""S"":7,""M"":3,""L"":6}},{""name"":""Plata"",""sizes"":{""S"":9,""M"":12,""L"":9}}]","delfi,Noche,oportunidades,oportunidades25,pantalon,pantalonsale,pantdiscontinuo,verano25",0,16,15,15,0,0,active
Palazzo Clementina,Sail,Pantalones,97020,48510,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/38031201PALAZZOCLEMENTINANEGRO01.jpg?v=1761668300,"Pantalón palazzo sastrero de caída fluida y silueta amplia, ideal para lograr looks elegantes y versátiles. Su diseño con cintura con pinzas aporta estructura y una línea favorecedora, mientras que el calce relajado suma comodidad y movimiento. Confeccionado en tela sastrera con elasticidad, es una prenda fácil de combinar con camisas, tops, sweaters o blazers, tanto en outfits de día como en propuestas más formales. Detalles Pantalón palazzo sastrero Cintura con pinzas Pierna amplia Caída fluida Calce cómodo y elegante Tela con elasticidad Composición 75% poliéster - 20% rayón - 5% spandex Cuidados Lavar a mano o en ciclo delicado con agua fría No usar lavandina No usar secadora Secar a la sombra Plancha tibia del revés Limpieza a seco opcional para mejor conservación Referencia de talle La modelo mide 1,72 m y está usando talle S.",75% poliéster - 20% rayón - 5% spandex,"[{""name"":""Negro"",""sizes"":{""S"":8,""M"":7,""L"":9,""XL"":8}},{""name"":""Natural"",""sizes"":{""S"":6,""M"":4,""L"":8,""XL"":9}},{""name"":""Azul"",""sizes"":{""S"":5,""M"":3,""L"":9,""XL"":9}}]","hotsale26,lanzamiento,navidad25,oportunidades25,pantalon,pantalonss26,sastreria,verano26",0,19,14,26,26,0,active
Pantalón Slouchy Blanca,Sail,Pantalones,71300,35650,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/35021001PANTALONSLOUCHINEGRO09_2bc543a3-5c89-4aac-8aa0-14b1dbbe5dca.jpg?v=1749558528,"Pantalón slouchy tiro alto 5 bolsillos, con cordón en la cintura. Composición: 100% Algodón Referencia de talles: La modelo del color negro mide 1,75m y está usando talle S. La modelo del color militar mide 1,79m y está usando talle S. Cuenta con guía de talles específica del artículo en la última imagen del carrousel.",100% Algodón,"[{""name"":""Negro"",""sizes"":{""S"":8,""M"":5,""L"":9,""XL"":6}},{""name"":""Militar"",""sizes"":{""S"":3,""M"":6,""L"":9,""XL"":5}}]","invierno24,oportunidades,oportunidades25,pantalon,pantdiscontinuo",0,11,11,18,11,0,active
Pantalon Verona,Sail,Pantalones,79800,39900,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39030113_PANTALON_VERONA_NATURAL_02.jpg?v=1772027174,Pantalón sastrero tobillero con elástico en la cintura. Composición: 75% poliéster 20% rayón 5% spandex Referencia: La modelo mide 1.71m y usa talle S.,75% poliéster  20% rayón 5% spandex,"[{""name"":""Natural"",""sizes"":{""S"":4,""M"":10,""L"":6,""XL"":10}},{""name"":""Azul"",""sizes"":{""S"":3,""M"":9,""L"":8,""XL"":7}},{""name"":""Negro"",""sizes"":{""S"":10,""M"":9,""L"":6,""XL"":4}},{""name"":""Militar"",""sizes"":{""S"":4,""M"":5,""L"":9,""XL"":10}}]","hotsale26,invierno26,pantalon,sastreria",0,21,33,29,31,0,active
Jogging Regina,Sail,Pantalones,44100,22050,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39080205_PANTALON_REGINA_GRIS_MEDIO_01.jpg?v=1772469776,Jogging tiro medio de rustico con bolsillos delanteros y elástico en cintura. Composición: viscosa - poliéster Referencia de talles: La modelo mide 1.65m y usa talle S.,viscosa - poliéster,"[{""name"":""Gris Medio"",""sizes"":{""S"":19,""M"":29,""L"":18,""XL"":14}}]","Active,hotsale26,invierno26,pantalon",0,19,29,18,14,0,active
Pantalón Bernardita,Sail,Pantalones,88200,44100,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39510303PANTALONBERNARDITAGRAFITO01.jpg?v=1772212690,"Pantalón de sedita tiro alto, wide leg. Posee cintura fina y pinzas. Composición: 97% poliéster - 3% elastano Referencia: La modelo mide 1.71m y usa talle S.",97% poliéster - 3% elastano,"[{""name"":""Grafito"",""sizes"":{""S"":11,""M"":15,""L"":5}},{""name"":""Negro"",""sizes"":{""S"":11,""M"":7,""L"":7}}]","invierno26,Noche,pantalon",0,22,22,12,0,0,active
Pantalon Matilde,Sail,Pantalones,69300,34650,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39650106_PANTALON_MATILDE_GRIS_TOPO_01.jpg?v=1772464319,Pantalón estilo deportivo de tejido técnico. Posee elástico en cintura y vivo en laterales. Composición: 100% poliéster Referencia de talle La modelo mide 1.71m y usa talle M.,100% poliéster,"[{""name"":""Gris Topo"",""sizes"":{""S"":15,""M"":11,""L"":28}}]","Active,invierno26,pantalon",0,15,11,28,0,0,active
Pantalón Rita,Sail,Pantalones,96800,48400,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37020801PANTALONRITA06_db75e6ba-df69-444b-bca3-b8311968e39b.jpg?v=1749483081,"Pantalón de corderoy fino de tiro alto, ideal para sumar textura, comodidad y estilo a los looks de todos los días. Su calce wide leg aporta una silueta amplia y relajada, mientras que la cintura con elástico en la parte trasera mejora el ajuste y brinda mayor confort. Presenta bolsillos delanteros y bolsillos laterales tipo cargo que refuerzan su impronta canchera y funcional. El botón jeanero completa el diseño con un detalle clásico, haciendo de esta prenda una opción versátil para combinar con sweaters, remeras, camisas o poleras en outfits urbanos y de temporada. Detalles Pantalón de corderoy fino Tiro alto Calce wide leg Diseño cargo Cintura con elástico trasero Botón jeanero Bolsillos delanteros Bolsillos laterales tipo cargo Diseño cómodo y versátil Composición 85% poliéster - 13% poliamida - 2% elastano Cuidados Lavar a mano o en ciclo delicado con agua fría Lavar del revés y con colores similares No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés si es necesario No retorcer Referencia de talle La modelo mide 1,72 m y usa talle S.",85% poliéster - 13% poliamida - 2% elastano,"[{""name"":""Negro"",""sizes"":{""S"":3,""M"":7,""L"":10,""XL"":6}},{""name"":""Militar"",""sizes"":{""S"":4,""M"":3,""L"":14,""XL"":16}}]","hotsale26,pantalon,pantalonsale",0,7,10,24,22,0,active
Pantalón Estefanía,Sail,Pantalones,84700,42350,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37030514PANTALONESTEFANIABEIGE01.jpg?v=1747838442,"Pantalón de tela sastrera de tiro medio, ideal para lograr un look cómodo, elegante y versátil. Su silueta wide leg aporta caída y movimiento, mientras que la cintura elastizada brinda un ajuste más confortable para el uso diario. Cuenta con bolsillos delanteros funcionales y un diseño de líneas limpias que lo convierte en una prenda fácil de combinar con camisas, sweaters, remeras o blazers, tanto en outfits casuales como más arreglados. Detalles Pantalón de tela sastrera Tiro medio Calce wide leg Cintura con elástico Bolsillos delanteros Caída fluida y cómoda Diseño versátil y atemporal Composición 77% poliéster - 22% rayon - 1% elastano Cuidados Lavar a mano o en ciclo delicado con agua fría No usar lavandina No usar secadora Secar a la sombra Plancha tibia del revés si es necesario No retorcer",77% poliéster - 22% rayon - 1% elastano,"[{""name"":""Beige"",""sizes"":{""S"":12,""M"":6,""L"":17,""XL"":8}}]","hotsale26,pantalon,pantalonsale",0,12,6,17,8,0,active
Pantalón Gretel,Sail,Pantalones,110880,55440,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37030815PANTALONGRETELARENA08_300e15c0-cd0e-41eb-a436-44ef4b7cb2c5.jpg?v=1750789685,"Pantalón de twill tipo sastrero, ideal para sumar elegancia y comodidad a los looks de todos los días. Su diseño a la cintura con pinzas aporta una silueta prolija y favorecedora, mientras que la pierna amplia brinda movimiento y una caída fluida. Confeccionado en un tejido suave con leve elasticidad, es una prenda versátil para combinar con camisas, tops, sweaters o blazers, tanto en outfits más formales como en propuestas urbanas y relajadas. Detalles Pantalón de twill tipo sastrero Tiro a la cintura Pinzas delanteras Caída fluida Calce cómodo y elegante Diseño versátil y atemporal Composición 98% Poliéster - 2% Elastano Cuidados Lavar a mano o en ciclo delicado con agua fría No usar lavandina No usar secadora Secar a la sombra Plancha tibia del revés si es necesario No retorcer Referencias de talle La modelo del color arena mide 1,74 m y usa talle S. La modelo del color negro mide 1,72 m y usa talle S.",98% Poliéster - 2% Elastano,"[{""name"":""Arena"",""sizes"":{""S"":8,""M"":5,""L"":3}},{""name"":""Negro"",""sizes"":{""S"":9,""M"":7,""L"":8}}]","hotsale26,pantalon,pantalonsale",0,17,12,11,0,0,active
