name,brand,category,price,cost,imageUrl,description,material,colors,tags,XS,S,M,L,XL,XXL,status
Cárdigan Tejido Dafne,Sail,Buzos y Sweaters,152100,76050,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/SAIL_11.3_0153_1.jpg?v=1746881460,"Cárdigan tejido largo, de calce amplio, con menguado en mangas, escote en v, bolsillos al frente, con puños en terminación de mangas y ruedo. Composición: 85% viscosa - 15% poliamida Referencia de talles: La modelo mide 1.74m y usa talle S.",85% viscosa - 15% poliamida,"[{""name"":""Verde Menta"",""sizes"":{""S"":3,""M"":3,""L"":5}},{""name"":""Camel"",""sizes"":{""S"":5,""M"":6,""L"":4}}]","buzosweater,delfi,sweater,sweaterdiscontinuo,winter25",0,8,9,9,0,0,active
Sweater Sandra,Sail,Buzos y Sweaters,100590,50295,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/Sweater_Sandra_0c2836ba-81cd-449c-ba2b-87a1dc6c0158.jpg?v=1764157300,"Sweater tejido con escote en V cruzado en el delantero, ideal para sumar un toque femenino y sofisticado a los looks de todos los días. Su diseño envolvente realza la silueta, mientras que el tejido suave y confortable brinda comodidad durante todo el uso. Presenta mangas largas y un elástico ancho en la terminación del ruedo que permite un mejor ajuste en la cintura, aportando definición y una caída favorecedora. Es una prenda versátil para combinar con jeans, pantalones sastreros o faldas en outfits casuales y urbanos. Detalles Sweater tejido Escote en V cruzado en delantero Manga larga Elástico ancho en ruedo Ajuste cómodo en cintura Calce femenino y favorecedor Tejido suave y confortable Composición Viscosa - Nylon - Poliéster Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencias La modelo del color off white mide 1,72 m y usa talle S. La modelo del color arena mide 1,73 m y usa talle S. La modelo del color negro mide 1,74 m y usa talle S. Guía de talles Este sweater cuenta con guía de talles específica, disponible en la última foto del carrusel.",Viscosa - Nylon - Poliéster,"[{""name"":""Off White"",""sizes"":{""S"":11,""M"":7,""L"":5}},{""name"":""Negro"",""sizes"":{""S"":3,""M"":4,""L"":11}},{""name"":""Arena"",""sizes"":{""S"":9,""M"":8,""L"":10}}]","buzodiscontinuo,buzosweater,delfi,essential,hotsale26,oportunidades,oportunidades25,sweater,sweaterdiscontinuo,winter25",0,23,19,26,0,0,active
Polerón Tejido Joaquina,Sail,Buzos y Sweaters,158800,79400,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37321914_POLERON_TEJIDO_JOAQUINA_BEIGE_08.jpg?v=1749568566,"Polerón tejido, de calce amplio, mangas caídas y cuello volcado. Presenta detalle de trenzas centrales y tajos en sus laterales. Composición: 45% bamboo - 52% poliéster - 3% elastano Referencias de talle: La modelo mide 1,72 y usa talle S.",45% bamboo - 52% poliéster - 3% elastano,"[{""name"":""Beige"",""sizes"":{""S"":7,""M"":7,""L"":3}},{""name"":""Camel"",""sizes"":{""S"":4,""M"":5,""L"":7}}]","buzosweater,sweater,sweaterdiscontinuo,winter25",0,11,12,10,0,0,active
Sweater Tejido Candela,Sail,Buzos y Sweaters,150000,75000,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37324916SWEATERTEJIDOCANDELACAMEL08.jpg?v=1748986082,"Sweater tejido en viscosa, de calce amplio, mangas caídas, terminadas en puños anchos, de escote redondo y puño ancho en ruedo de terminación. Composición: 30% viscosa - 25% poliamida - 25% algodón - 20% lana Referencia de talles: La modelo mide 1.74 m y usa talle S.",30% viscosa - 25% poliamida - 25% algodón - 20% lana,"[{""name"":""Camel"",""sizes"":{""S"":3,""M"":3,""L"":6}},{""name"":""Ladrillo"",""sizes"":{""S"":3,""M"":3,""L"":5}},{""name"":""Azul"",""sizes"":{""S"":6,""M"":7,""L"":4}}]","buzodiscontinuo,buzosweater,delfi,oportunidades,oportunidades25,sweater,sweaterdiscontinuo,winter25",0,12,13,15,0,0,active
Buzo Jorgelina,Sail,Buzos y Sweaters,57480,28740,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37300837BUZOJORGELINAVISON06.jpg?v=1750201569,"Buzo de rústico manga larga con calce relajado y diseño casual, ideal para sumar comodidad y estilo a los looks de todos los días. Presenta escote redondo con terminaciones en rib y recortes en el delantero que aportan un detalle diferencial y moderno. Su arte estampado combinado con bordado en el frente le da personalidad a la prenda, mientras que el tejido suave y confortable lo convierte en una opción perfecta para la temporada. Detalles Escote redondo Manga larga Recortes en delantero Puños y escote en rib Estampa frontal combinada con bordado Calce cómodo y relajado Tejido rústico suave Composición Algodón - Poliéster Cuidados Lavar a máquina con agua fría Lavar del revés para proteger la estampa y el bordado No usar lavandina No usar secadora Plancha suave evitando el área estampada Secar a la sombra Referencia de talles: La modelo del color visón mide 1.72 m y usa talle S La modelo del color lila mide 1.74 m y usa talle S.",Algodón - Poliéster,"[{""name"":""Visón"",""sizes"":{""S"":6,""M"":19,""L"":13}},{""name"":""Lila"",""sizes"":{""S"":16,""M"":9,""L"":11}}]","buzo,buzodiscontinuo,delfi,hotsale26,oportunidades,oportunidades25,playa,sweaterdiscontinuo,winter25",0,22,28,24,0,0,active
Sweater Tejido Fiama,Sail,Buzos y Sweaters,132900,66450,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37325205_SWEATER_TEJIDO_FIAMA_GRIS_MEDIO_07.jpg?v=1749656230,"Cárdigan tejido en viscosa, de calce slim, con mangas comunes, escote redondo, puños en terminación de mangas y ruedo. Composición: 45% viscosa - 35% poliamida - 20% pbt Referencia de talles: La modelo del color negro mide 1,72 m y usa talle S. La modelo del color gris medio mide 1,74 m y usa talle S.",45% viscosa - 35% poliamida - 20% pbt,"[{""name"":""Gris Medio"",""sizes"":{""S"":12,""M"":16,""L"":13}}]","buzosweater,delfi,sweater,sweaterdiscontinuo,winter25",0,12,16,13,0,0,active
Buzo Jacinta,Sail,Buzos y Sweaters,81200,40600,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37630101_BUZO_JACINTA_NEGRO_08.jpg?v=1749046559,"Buzo confeccionado en rústico bondeado con jersey, ideal para sumar abrigo, comodidad y un estilo urbano a los looks de todos los días. Su calce relajado y su diseño con capucha lo convierten en una prenda versátil, perfecta para combinar con pantalones amplios, joggers o denim. Presenta bolsillo canguro y recorte en delantero que aportan estructura y un detalle diferencial al diseño. La estampa ubicada en delantero y espalda suma identidad y un toque moderno, mientras que su tejido suave y con cuerpo brinda mayor confort. Detalles Buzo de rústico bondeado con jersey Capucha con tiras de ajuste Bolsillo canguro Recorte en delantero Estampa en delantero y espalda Calce cómodo y relajado Tejido suave, abrigado y con cuerpo Composición 82% Poliéster - 13% Rayón - 5% Elastano Cuidados Lavar a mano o en ciclo delicado con agua fría Lavar del revés para proteger la estampa No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés, evitando la estampa Referencias de talle La modelo del color negro mide 1,72 m y usa talle S. La modelo del color durazno mide 1,74 m y usa talle S.",82% Poliéster - 13% Rayón - 5% Elastano,"[{""name"":""Negro"",""sizes"":{""S"":10,""M"":3,""L"":4,""XL"":7}},{""name"":""Durazno"",""sizes"":{""S"":6,""M"":10,""L"":13,""XL"":9}}]","buzo,buzosweater,delfi,hotsale26,playa,sweaterdiscontinuo,winter25",0,16,13,17,16,0,active
Sweater Samanta,Sail,Buzos y Sweaters,75600,37800,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37310901_SWEATER_SAMANTA_NEGRO_01_11868f12-aedb-4566-98ad-fe1771d93597.jpg?v=1749651929,"Sweater de lanilla con manga larga, cuello redondo y capucha. Tiene bolsillo canguro en delantero. Composición: Viscosa - Poliéster Referencia de talle: La modelo del color negro mide 1,74m y usa talle S. Podés encontrar la tabla de talles específica de este sweater en la última foto del carrousel.",Viscosa - Poliéster,"[{""name"":""Negro"",""sizes"":{""S"":5,""M"":4,""L"":15}}]","buzosweater,delfi,essential,playa,sweater,sweaterdiscontinuo,winter25",0,5,4,15,0,0,active
Sweater Tejido Lina,Sail,Buzos y Sweaters,95760,47880,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37322116_SWEATER_TEJIDO_LINA_CAMEL_08.jpg?v=1750643919,"Sweater tejido de calce regular, ideal para sumar abrigo y estilo a los looks de todos los días. Su diseño con escote redondo y mangas caídas aporta una silueta relajada y cómoda, mientras que el rayado en dos tonos le da un detalle clásico y moderno. Presenta puños tejidos y una textura suave al tacto que brinda confort durante todo el día. Es una prenda versátil, perfecta para combinar con jeans, pantalones sastreros o prendas de denim en outfits casuales y urbanos. Detalles Sweater tejido rayado Calce regular Escote redondo Mangas caídas Puños tejidos Diseño en dos colores Tejido suave y confortable Composición 45% bamboo - 52% poliéster - 3% elastano Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle La modelo mide 1,72 m y usa talle S.",45% bamboo - 52% poliéster - 3% elastano,"[{""name"":""Camel"",""sizes"":{""S"":16,""M"":9,""L"":18}}]","buzodiscontinuo,buzosweater,hotsale26,oportunidades,oportunidades25,sweater,sweaterdiscontinuo,winter25",0,16,9,18,0,0,active
Sweater Tejido Camelia,Sail,Buzos y Sweaters,111400,55700,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37321223_SWEATER_TEJIDO_CAMELIA_MOSTAZA_10.jpg?v=1750791187,"Sweater tejido en viscosa, de calce regular, con mangas caídas terminadas en puños y escote redondo. Presenta largo irregular y tajos laterales. Composición: 50% viscosa - 30% poliamida - 10% pbt - 10% lana Referencia de talle: La modelo mide 1,72 m y usa talle S.",50% viscosa - 30% poliamida - 10% pbt - 10% lana,"[{""name"":""Mostaza"",""sizes"":{""S"":5,""M"":10,""L"":6}},{""name"":""Rosa"",""sizes"":{""S"":8,""M"":10,""L"":4}}]","buzosweater,delfi,sweater,sweaterdiscontinuo,winter25",0,13,20,10,0,0,active
Polera Tejida Filipa,Sail,Buzos y Sweaters,130200,65100,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39320814POLERATEJIDAFILIPA02.jpg?v=1772565805,"Sweater polera tejido confeccionado en hilado suave y abrigado, ideal para los días más fríos de la temporada. Su diseño combina distintas tramas y dibujos tejidos en el delantero que aportan textura, detalle y un estilo clásico renovado. Cuenta con cuello polera amplio, mangas largas y terminaciones acanaladas en puños y ruedo que brindan un ajuste cómodo y confortable. Perfecto para combinar con jeans, pantalones sastreros o prendas de denim en looks urbanos y casuales. Detalles Sweater tejido Cuello polera amplio Diseño con tramas y dibujos tejidos en delantero Mangas largas Terminaciones acanaladas Tejido suave y abrigado Calce cómodo y relajado Composición 100% Acrílico Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle La modelo mide 1,71 m y usa talle S.",100% Acrílico,"[{""name"":""Camel"",""sizes"":{""S"":4,""M"":11,""L"":9}},{""name"":""Beige"",""sizes"":{""S"":10,""M"":5,""L"":6}},{""name"":""Vison"",""sizes"":{""S"":7,""M"":7,""L"":6}}]","invierno26,sweater",0,21,23,21,0,0,active
Polera Tejida Fanny,Sail,Buzos y Sweaters,121800,60900,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/393222_POLERA_TEJIDA_FANNY_NEGRO_06.jpg?v=1772563679,"Sweater polera tejido de diseño básico y atemporal, ideal para sumar abrigo y versatilidad a los looks de invierno. Confeccionado en hilado suave y confortable, presenta un calce cómodo que se adapta fácilmente a distintos estilos y ocasiones. Su cuello polera aporta mayor abrigo y un toque clásico, mientras que las terminaciones acanaladas en puños y ruedo brindan un mejor ajuste y una caída prolija. Perfecto para combinar con jeans, pantalones sastreros o prendas de denim en outfits casuales y urbanos. Detalles Sweater tejido básico Cuello polera Mangas largas Terminaciones acanaladas Calce cómodo Tejido suave y confortable Diseño clásico y versátil Composición Viscosa - Nylon - Poliéster Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle La modelo mide 1.71m y usa talle S",Viscosa - Nylon - Poliéster,"[{""name"":""Negro"",""sizes"":{""S"":3,""M"":4,""L"":8,""XL"":3}},{""name"":""Natural"",""sizes"":{""S"":4,""M"":8,""L"":11,""XL"":4}}]","invierno26,sweater",0,7,12,19,7,0,active
Buzo Valentina,Sail,Buzos y Sweaters,61740,30870,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39300536BUZOVALENTINACHOCOLATE01.jpg?v=1773060891,"Buzo de friza liviana con capucha, ideal para sumar comodidad y un estilo relajado a los looks de todos los días. Su diseño de calce amplio y suave al tacto lo convierte en una prenda versátil para usar en outfits casuales, urbanos o comfy. Presenta bolsillos delanteros integrados que aportan funcionalidad y un recorte combinado en morley que suma un detalle distintivo al diseño. Es perfecto para combinar con leggings, jeans o joggers y lograr un look cómodo sin resignar estilo. Detalles Buzo de friza liviana Capucha Bolsillos delanteros Recorte combinado en morley Calce cómodo y relajado Tejido suave y confortable Ideal para uso diario Composición 65% algodón - 25% poliéster - 10% viscosa Cuidados Lavar a máquina con agua fría Lavar con colores similares No usar lavandina No usar secadora Secar a la sombra Plancha suave del revés si es necesario No retorcer Referencia de talle La modelo mide 1,61 m y usa talle S.",65% algodón - 25% poliéster - 10% viscosa,"[{""name"":""Chocolate"",""sizes"":{""S"":20,""M"":3,""L"":21,""XL"":25}}]","buzo,hotsale26,invierno26",0,20,3,21,25,0,active
Sweater Tejido Galia,Sail,Buzos y Sweaters,114660,57330,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/37321643_SWEATER_TEJIDO_GALIA_ROSA_07.jpg?v=1750185618,"Sweater tejido en viscosa de calce recto, ideal para sumar abrigo y un toque femenino a los looks de temporada. Su diseño con mangas caídas aporta una silueta relajada y cómoda, mientras que el cuello alto con cierre frontal superior le da un detalle moderno y funcional. Presenta dibujo jacquard floral en varios tonos que realza la prenda y suma personalidad, junto con terminaciones en puños y ruedo tejidos que brindan mejor ajuste y una caída prolija. Perfecto para combinar con jeans, pantalones tejidos o prendas sastreras en outfits casuales y urbanos. Detalles Sweater tejido en viscosa Calce recto Cuello alto Cierre frontal superior Mangas caídas Dibujo jacquard floral Puños y ruedo tejidos Tejido suave y confortable Composición 50% viscosa - 30% poliamida - 10% PBT - 10% lana Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talle La modelo mide 1,72 m y usa talle S.",50% viscosa - 30% poliamida - 10% PBT - 10% lana,"[{""name"":""Rosa"",""sizes"":{""S"":7,""M"":16,""L"":12}}]","hotsale26,sweater,sweaterdiscontinuo,winter25",0,7,16,12,0,0,active
Sweater Miranda,Sail,Buzos y Sweaters,101850,50925,https://cdn.shopify.com/s/files/1/0626/3681/8625/files/39321214_SWEATER_TEJIDO_MIRANDA_BEIGE_05.jpg?v=1778093296,"Sweater tejido de escote en V, ideal para sumar comodidad y un estilo relajado a los looks de todos los días. Su diseño con unión central en el delantero aporta un detalle sutil y moderno, mientras que el calce amplio lo convierte en una prenda versátil y fácil de combinar. Presenta mangas largas, terminaciones tejidas y tajos laterales que brindan mayor movimiento y una caída más cómoda. Perfecto para usar con jeans, pantalones sastreros o leggings en outfits casuales y urbanos. Detalles Sweater tejido Escote en V Unión central en delantero Mangas largas Tajos laterales Calce cómodo y relajado Diseño versátil y moderno Composición 100% Acrílico Cuidados Lavar a mano con agua fría No usar lavandina Secar en plano No retorcer No usar secadora Plancha suave del revés si es necesario Referencia de talles La modelo del color beige mide 1,71 m y usa talle M. La modelo de los colores negro, grafito y aero mide 1,74 m y usa talle M.",100% Acrílico,"[{""name"":""Beige"",""sizes"":{""S"":6,""M"":5,""L"":3,""XL"":5}},{""name"":""Negro"",""sizes"":{""S"":6,""M"":4,""L"":3,""XL"":3}},{""name"":""Grafito"",""sizes"":{""S"":6,""M"":4,""L"":7,""XL"":5}},{""name"":""Aero"",""sizes"":{""S"":5,""M"":6,""L"":7,""XL"":7}}]","hotsale26,invierno26,sweater",0,23,19,20,20,0,active
